1.522,14.361,3.848,0.890,71.361,0.149,9.153,0.000,0.000,0
1.519,13.490,3.480,1.349,71.949,0.553,9.002,0.000,0.000,0
1.517,11.947,0.000,1.189,75.180,2.701,8.927,0.000,0.000,0
1.521,14.361,0.000,2.020,73.422,0.000,8.443,1.641,0.000,0
1.511,13.689,3.201,1.812,72.812,1.757,5.430,1.191,0.000,0
1.516,13.869,0.000,2.540,73.232,0.143,9.411,0.810,0.005,0
1.516,14.368,0.000,2.739,72.851,0.000,9.454,0.539,0.000,0
1.523,13.443,3.341,1.231,72.380,0.602,8.830,0.000,0.000,0
1.515,14.141,0.000,2.681,73.388,0.081,9.067,0.611,0.025,0
1.517,14.381,0.000,1.940,73.612,0.000,8.475,1.569,0.000,0
1.517,14.560,0.000,1.978,73.288,0.000,8.518,1.569,0.036,0
1.516,14.939,0.000,1.869,73.108,0.000,8.669,1.380,0.000,0
1.517,14.753,0.000,2.001,73.019,0.000,8.529,1.591,0.041,0
1.516,14.953,0.000,2.271,73.299,0.000,8.712,0.671,0.000,0
1.517,14.228,0.000,2.081,73.360,0.000,8.615,1.669,0.000,0
1.524,15.791,1.832,1.311,70.432,0.310,8.615,1.679,0.000,0
1.515,14.853,0.000,2.421,73.719,0.000,8.389,0.561,0.000,0
1.517,14.919,0.000,1.991,73.580,0.000,8.400,1.591,0.000,0
1.516,14.201,0.000,2.791,73.461,0.037,9.045,0.400,0.459,0
1.515,14.381,0.000,2.659,73.097,0.037,9.078,0.639,0.000,0
1.516,15.126,0.000,2.511,73.052,0.050,8.830,0.529,0.000,0
1.518,14.387,0.000,1.821,72.862,1.410,6.474,2.879,0.000,0
1.516,14.853,0.000,2.380,73.282,0.000,8.755,0.639,0.459,0
1.517,14.700,0.000,2.341,73.282,0.000,8.949,0.661,0.000,0
1.516,14.141,0.000,2.880,72.610,0.081,9.185,1.062,0.000,0
1.518,14.321,3.260,2.219,71.249,1.459,5.785,1.629,0.000,0
1.517,14.800,0.000,1.991,73.108,0.000,8.281,1.710,0.000,0
1.517,14.953,0.000,1.799,72.991,0.000,8.615,1.550,0.000,0
1.516,13.882,1.778,1.789,73.097,0.000,8.669,0.759,0.000,0
1.515,15.152,0.000,2.251,73.500,0.000,8.335,0.630,0.000,0
1.522,14.860,2.200,2.059,70.258,0.758,9.756,0.000,0.000,0
1.520,14.560,0.000,0.560,73.478,0.000,11.219,0.000,0.000,1
1.511,17.380,0.000,0.341,75.410,0.000,6.646,0.000,0.000,1
1.519,13.789,2.411,1.189,72.761,0.000,9.766,0.000,0.000,1
1.518,14.461,2.241,1.619,72.380,0.000,9.261,0.000,0.000,1
1.519,14.088,2.191,1.661,72.672,0.000,9.325,0.000,0.000,1
1.513,14.401,1.742,1.539,74.548,0.000,7.593,0.000,0.000,1
1.519,14.993,0.781,1.741,72.498,0.000,9.949,0.000,0.000,1
1.519,14.002,2.389,1.561,72.369,0.000,9.573,0.000,0.000,1
1.519,14.148,0.000,2.091,72.739,0.000,10.885,0.000,0.000,1
