1.522,14.361,3.848,0.890,71.361,0.149,9.153,0.000,0.000,0
1.519,13.490,3.480,1.349,71.949,0.553,9.002,0.000,0.000,0
1.515,14.008,2.681,3.500,69.888,1.683,5.871,2.199,0.000,0
1.513,13.018,0.000,3.041,70.482,6.210,6.958,0.000,0.000,0
1.521,12.971,0.328,1.510,73.388,0.130,11.273,0.000,0.143,0
1.522,11.029,1.711,1.561,73.439,0.578,11.617,0.000,0.000,0
1.513,12.998,0.000,3.018,70.700,6.210,6.926,0.000,0.000,0
1.517,12.858,0.000,1.831,73.881,0.969,10.175,0.000,0.000,0
1.524,13.443,0.000,1.580,72.218,0.323,12.241,0.000,0.000,0
1.520,13.377,0.000,1.401,72.252,0.329,12.499,0.000,0.000,0
1.520,13.270,0.000,1.760,73.030,0.472,11.316,0.000,0.000,0
1.521,12.851,1.612,2.171,72.179,0.758,9.702,0.239,0.260,0
1.522,11.561,1.881,1.561,72.862,0.472,11.413,0.000,0.000,0
1.520,12.639,0.000,1.651,73.752,0.379,11.531,0.000,0.000,0
1.519,12.732,1.850,1.860,72.688,0.602,10.089,0.000,0.000,0
1.520,14.560,0.000,0.560,73.478,0.000,11.219,0.000,0.000,1
1.511,17.380,0.000,0.341,75.410,0.000,6.646,0.000,0.000,1
1.519,13.789,2.411,1.189,72.761,0.000,9.766,0.000,0.000,1
1.518,14.461,2.241,1.619,72.380,0.000,9.261,0.000,0.000,1
1.519,14.088,2.191,1.661,72.672,0.000,9.325,0.000,0.000,1
1.513,14.401,1.742,1.539,74.548,0.000,7.593,0.000,0.000,1
1.519,14.993,0.781,1.741,72.498,0.000,9.949,0.000,0.000,1
1.519,14.002,2.389,1.561,72.369,0.000,9.573,0.000,0.000,1
1.519,14.148,0.000,2.091,72.739,0.000,10.885,0.000,0.000,1
